id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
44389,Zi Chuan,2021-12-21,airing,no_synopsis,-1,15124.0,12496,676,86,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",42,novel,1200,pg_13,"[{'id': 2191, 'name': 'BUILD DREAM'}]",195,NIL,NIL,2021.0,fall,247.0,0.0,17.0,36.0,376.0,676.0,0.9216,0.0784
51197,Zi Chuan: Yincang Hudong Ju,2021-12-21,airing,Alternative timelines of plot points from Zi Chuan.,-1,15125.0,17756,131,11,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",10,novel,1200,pg_13,"[{'id': 2191, 'name': 'BUILD DREAM'}]",196,NIL,NIL,2021.0,fall,35.0,0.0,9.0,10.0,78.0,132.0,0.8561,0.1439
49112,Amemiya-san,2021-03-09,airing,New anime shorts posted on Keiichi Arawi's YouTube channel about the titular Amemiya-san.,-1,15247.0,13654,443,72,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,other,82,g,[],197,NIL,NIL,2021.0,winter,113.0,0.0,78.0,34.0,219.0,444.0,0.7477,0.2523
39048,Aresuke,2008-01-01,airing,"Aresuke is the mascot of Sanyo Broadcasting's radio division (Radio Sanyo Kabushikigaisha = RSK = Aresuke). The mascot had a little music video jig that was broadcasted everyday for one year. With the new year bringing in a new video. This ran for 4 years. Along with two musical commercials, Aresuke's limelight remains modest.",-1,15301.0,17913,120,46,white,music,currently_airing,"[{'id': 19, 'name': 'Music'}]",0,original,82,g,[],198,NIL,NIL,2008.0,winter,42.0,0.0,23.0,25.0,30.0,120.0,0.6,0.4
50515,Artiswitch Picture Drama,2021-12-03,airing,Picture drama exploring more the story of Artiswitch characters.,-1,15321.0,12663,635,78,white,ona,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",0,original,360,pg_13,[],199,NIL,NIL,2021.0,fall,210.0,0.0,33.0,15.0,377.0,635.0,0.9244,0.0756
50297,Ashuai 6th Season,2021-10-02,airing,Sixth season of Ashuai.,-1,15336.0,19323,23,1,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",34,manga,180,g,[],200,NIL,NIL,2021.0,fall,2.0,0.0,1.0,11.0,9.0,23.0,0.4783,0.5217
35590,Aware! Meisaku-kun: DVD Hatsubai Kettei!,2017-05-05,airing,Unique episodes of Aware! Meisaku-kun where the characters break the 4th wall to promote the DVD releases of their own show. They have new animation and new dialogue to accompany the highlights of the DVD's release such as bloopers and sticker sheets. ,-1,15352.0,16280,215,37,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}]",0,original,73,g,"[{'id': 1229, 'name': 'Pie in the sky'}]",201,NIL,NIL,2017.0,spring,49.0,0.0,26.0,73.0,67.0,215.0,0.5395,0.4605
38623,Aware! Meisaku-kun: Q&A Corner,2018-08-03,airing,"An Aware! Meisaku-kun question & answer corner. These shorts are web-exclusives. Fans of the TV series can mail in their questions about the characters or past events in the show and select ones will be answered by the characters themselves through the web shorts. 

It is recommended to view the web shorts after episode 93 of the TV series as a non-antagonistic Tsurukou is present to answer questions.",-1,15357.0,17293,157,20,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}]",0,original,99,g,[],202,NIL,NIL,2018.0,summer,33.0,0.0,18.0,54.0,51.0,156.0,0.5385,0.4615
37678,Aware! Meisaku-kun: Short Douga,2018-04-04,airing,"Web-exclusive shorts of Aware! Meisaku-kun where the characters wonder what the next grade will be like. 

The first episode, they wonder what 7th grade will be like. At the end of the 2nd season (aka episode 78) in the main anime, the students graduated the 6th grade. The short breaks the 4th wall as the characters also request the viewer to continue watching the show with the 3rd season starting on April 6th, 2018.

The second episode follows a similar structure. The kids just graduated 8th grade at the end of season 4 (ep 156) and reminsce about their favorite events that occurred. They hope the viewers will continue watching their soon to be final year of middle school starting on April 3rd, 2020.",-1,15358.0,16016,232,67,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}]",0,original,45,g,"[{'id': 1229, 'name': 'Pie in the sky'}]",203,NIL,NIL,2018.0,spring,76.0,0.0,32.0,66.0,58.0,232.0,0.5776,0.4224
50681,Baby-Hamitang,2022-01-12,airing,"The episodes will present topics from the list of 17 Sustainable Development Goals (SDG) such as global warming, food waste, and gender equality, in an easy-to-understand manner. Baby Hamitang will then solve the issues.

(Source: ANN)",-1,15369.0,17805,127,14,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,240,g,"[{'id': 249, 'name': 'Robot Communications'}]",204,wednesday,19:26,2022.0,winter,35.0,0.0,8.0,35.0,49.0,127.0,0.6614,0.3386
51263,Bakugan: Evolutions,2022-02-06,airing,"In Bakugan: Evolutions, fan-favourite Bakugan heroes – including Drago, Trox, Pegatrix, Hydorous, Howlkor and Pharol – return stronger, faster and better than ever! Strange occurrences begin to happen in the new action-packed season; elemental energy from Vestroia is seeping into Earth, creating strange phenomena and causing Bakugan to rage out with excess energy! It’s not all bad though, as our heroes realize the Vestroian elemental energy is also causing elemental evolutions among our Bakugan! Along with these new evolutions comes a new breed of elemental brawlers, propelling the Awesome Brawlers to adapt and in effect, take Bakugan brawling to a whole new level, unlocking even more awesome powers and evolutions! Once again, the fate of two worlds, Earth and Vestroia, rests in the hands of the Awesome Brawlers and their Bakugan partners.

(Source: Corus Entertainment)",-1,15385.0,16017,233,20,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}]",26,original,1320,pg,"[{'id': 73, 'name': 'TMS Entertainment'}]",205,NIL,NIL,2022.0,winter,47.0,0.0,13.0,11.0,162.0,233.0,0.897,0.103
45595,Baten Kaitos,2021-03-28,airing,"Animated music video project directed by Waboku, collaborating with the studio A-1 Pictures, plus the musical talents Eve and Myuk.

The list of released videos included in this entry are as follows:
#1: Myuk - Mahou (Myuk - 魔法), released Mar 28, 2021.

(Source: Anilist)",-1,15415.0,15464,269,81,white,music,currently_airing,"[{'id': 19, 'name': 'Music'}]",0,original,234,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",206,NIL,NIL,2021.0,winter,112.0,1.0,46.0,15.0,95.0,269.0,0.7732,0.2268
48810,Battle Spirits: Mirage,2021-10-29,airing,Sequel to Battle Spirits: Kakumei no Galette.,-1,15418.0,12791,603,36,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 11, 'name': 'Game'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",0,card_game,0,pg,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]",207,NIL,NIL,2021.0,fall,103.0,0.0,25.0,33.0,442.0,603.0,0.9038,0.0962
35697,Beads no Mori no Rabi,2015-03-20,airing,A stop-motion anime using beaded characters. Here a magician rabbits solve problems by using magic. ,-1,15426.0,15842,245,31,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,300,g,[],208,NIL,NIL,2015.0,spring,50.0,0.0,15.0,84.0,95.0,244.0,0.5943,0.4057
36613,Biju Tune!,2013-08-11,airing,"An NHK art-music program. Original songs about a minute in a half in length are presented with a motif tying to a real-life art piece. For example, the first song is Asura Chorus which has a motif of sculpted Asura statues from Buddhism. The program has a very irregular release schedule. ",-1,15454.0,17425,149,35,white,music,currently_airing,"[{'id': 19, 'name': 'Music'}]",0,original,90,g,[],209,NIL,NIL,2013.0,summer,37.0,0.0,18.0,43.0,51.0,149.0,0.5906,0.4094
50581,Binghuo Mochu,2021-12-11,airing,"Nian Bing is the son of a fire mage and an ice mage. After both of his parents were killed by the Ice Lord, Nian Bing received both of his parents' magic gems. When Nian Bing was trying to escape from the Ice Lord's followers, he managed to cast both fire and ice magic at the same time. An impossible feat for a mage. He fell from the cliff, unconscious, and was saved by an oldman. After he woke up, the oldman gave him a food so delicious he never tasted before. It turned out that the oldman was a genius chef, once called a spirit chef. And he wants Nian Bing to be his disciple no matter what! Is Nian Bing able to seek vengeance while aiming to become the greatest chef?

(Source: MU)",-1,15463.0,15157,289,66,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",52,manga,1200,pg_13,"[{'id': 2396, 'name': 'Xiyue Yule'}]",210,NIL,NIL,2021.0,fall,193.0,0.0,3.0,19.0,74.0,289.0,0.9239,0.0761
41638,Bite-Choicar,2020-04-18,airing,"Chashin was selected by the legendary choicar ""Stormbone,"" as the strongest racer, and will showcase a new concept of bite racing.

Bite racing is a new racing game that never hits a rail with two cars chasing in a match. The bite-free rail running on the track creates a more realistic racing experience. Various types of super cars such as speed type, balance type, and power type create unique racing on 3 types of tracks (crash track, line track, outdoor race).

(Source: enewstoday.co.kr)",-1,15470.0,15092,294,27,white,tv,currently_airing,"[{'id': 3, 'name': 'Cars'}, {'id': 15, 'name': 'Kids'}]",26,original,1800,g,[],211,saturday,07:15,2020.0,spring,55.0,0.0,15.0,66.0,158.0,294.0,0.7245,0.2755
40029,Broadcast by Bibby,2019-05-31,airing,"Web series by Densuke28 following the life of fictional personality Bibby. The short clips are posted to the character's Instagram, Twitter, and YouTube channels.",-1,15524.0,17070,170,37,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,24,g,[],212,NIL,NIL,2019.0,spring,45.0,0.0,15.0,45.0,65.0,170.0,0.6471,0.3529
50295,Bu Bai Chi Hua Shanhai Jing,2021-10-19,airing,no_synopsis,-1,15525.0,19233,26,3,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,original,285,g,[],213,NIL,NIL,2021.0,fall,7.0,0.0,2.0,7.0,10.0,26.0,0.6538,0.3462
49867,Budo Xianzun,2021-09-01,airing,no_synopsis,-1,15533.0,18112,105,14,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",0,unknown,1192,pg_13,[],214,NIL,NIL,2021.0,summer,25.0,0.0,7.0,24.0,49.0,105.0,0.7048,0.2952
50970,Bukusuta The World,2022-03-04,airing,Anime adaptation of Pop Team Epic creator Bkub Okawa's Ensembukubu Stars! four-panel spinoff manga. Shorts will screen with the Ensemble Stars!! Road to Show!! film and the short will change each week.,-1,15536.0,14273,365,7,white,movie,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}]",0,4_koma_manga,0,pg_13,[],215,NIL,NIL,2022.0,winter,48.0,0.0,19.0,9.0,289.0,365.0,0.9233,0.0767
38820,Chibi Godzilla,2018-12-12,airing,Chibi Godzilla has now partnered with TOHO Cinemas for a countdown animation. The short was released on Godzilla franchise's official YouTube channel and will air in all TOHO Cinemas before every film starting on the coming weekend. This marks the 65th anniversary of Godzilla and TOHO is doing various promotions for the iconic franchise.,-1,15626.0,16350,210,48,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,picture_book,20,g,[],216,NIL,NIL,2018.0,fall,46.0,0.0,30.0,50.0,84.0,210.0,0.619,0.381
47623,Chickip Dancers,2021-10-05,airing,"TV anime based on San-X's new series of mascot characters ""Chickip Dancers."" The main characters in the anime will be the apprehensive but curious bone-in chicken Hone Chicken, and the dancing instructor frog Skip Gaeru, who travels by dancing.

(Source: ANN)",-1,15644.0,12209,746,27,white,tv,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,other,0,no_rating,"[{'id': 866, 'name': 'Fanworks'}]",217,tuesday,17:20,2021.0,fall,61.0,0.0,19.0,97.0,569.0,746.0,0.8445,0.1555
39659,Chikin Ramen x Gudetama,2019-03-31,airing,A collaboration campaign between Nissin's Chikin Ramen mascot Hiyoko-chan and Sanrio's mascot Gudetama. Cross over goods will be sold by both companies.,-1,15661.0,13153,527,66,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,original,52,g,[],218,NIL,NIL,2019.0,winter,93.0,1.0,68.0,54.0,311.0,527.0,0.7685,0.2315
50510,Chinzei Hachirou Tametomo (2021),2021-12-02,airing,"Kamimine Town, located in the eastern part of Saga Prefecture, is a place associated with the legendary military commander Minamoto no Tametomo, who is said to be ""Yoshitsune in the east, Tametomo in the west.""

Here, he called himself ""Hachirou Chinzei"" and built a castle. Chinzei and his army is said to have defeated 50,000 enemies, and many legends were left behind.

A master of bows and a big man, Chinzei had a rough temper and was even called a violent person by nature. But he was also a person with warmth and kindness full of humanity.

(Source: Production I.G., translated)",-1,15677.0,17236,160,11,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}]",13,original,300,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",219,NIL,NIL,2021.0,fall,33.0,0.0,10.0,13.0,104.0,160.0,0.8562,0.1438
42876,Chou Futsuu Toshi Kashiwa Densetsu: Kashiwa no Gotouji Yuru Anime,2016-06-07,airing,Original videos featuring the cast of Chou Futsuu Toshi Kashiwa Densetsu that showcase local businesses in Kashiwa.,-1,15694.0,16797,185,12,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}]",0,original,102,pg,"[{'id': 2080, 'name': 'Super Normal Studio'}]",220,NIL,NIL,2016.0,spring,31.0,0.0,23.0,22.0,109.0,185.0,0.7568,0.2432
48109,Dawang Riji,2020,airing,no_synopsis,-1,15836.0,18707,46,1,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,1460,pg,[],221,NIL,NIL,-1.0,NIL,8.0,0.0,3.0,10.0,25.0,46.0,0.7174,0.2826
48517,Dosukoi Sushi Zumou,2021-04-03,2022-03-26,no_synopsis,-1,15913.0,14686,328,59,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 47, 'name': 'Gourmet'}, {'id': 15, 'name': 'Kids'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 30, 'name': 'Sports'}]",52,other,300,g,"[{'id': 235, 'name': 'Shirogumi'}]",222,saturday,08:40,2021.0,spring,100.0,0.0,20.0,73.0,135.0,328.0,0.7165,0.2835
46652,Duel Masters King!,2021-04-04,airing,no_synopsis,-1,15946.0,12792,603,41,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,original,1460,no_rating,"[{'id': 112, 'name': ""Brain's Base""}, {'id': 474, 'name': 'Shogakukan Music & Digital Entertainment'}]",223,sunday,08:30,2021.0,spring,92.0,0.0,20.0,104.0,387.0,603.0,0.7944,0.2056
37850,Elleair x Kamiusagi Rope,2018-01-03,airing,A collaboration between the facial tissue company Elleair and the comedy anime franchise Kamiusagi Rope.,-1,15988.0,15666,257,39,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,66,g,[],224,NIL,NIL,2018.0,winter,53.0,0.0,27.0,79.0,98.0,257.0,0.5875,0.4125
42967,Fei Zhi Baike,2020-10-22,airing,no_synopsis,-1,16027.0,17690,134,12,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,manga,330,pg,[],225,NIL,NIL,2020.0,fall,20.0,0.0,10.0,37.0,67.0,134.0,0.6493,0.3507
36724,Felix x Kamiusagi Rope,2017-09-03,airing,"A collaboration with Felix, a Nestlé Purina brand cat food treat and the Kamiusagi Rope anime.",-1,16030.0,15001,302,50,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,129,g,[],226,NIL,NIL,2017.0,summer,64.0,0.0,37.0,69.0,132.0,302.0,0.649,0.351
36506,Fuwafuwa Hour: Pui Pui & Muu Muu,2017-07-12,airing,"Fairies living in a fluffy forest, where both flowers and trees are fluffy. Follow a witch's trouble-maker apprentices Pui Pui and Muu Muu. ",-1,16111.0,15912,239,22,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,original,298,g,[],227,NIL,NIL,2017.0,summer,45.0,0.0,16.0,80.0,98.0,239.0,0.5983,0.4017
49454,Gabuli,2021-07-15,airing,"A mixed media web project.

(Source: AniDB)",-1,16117.0,17203,162,18,white,music,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 24, 'name': 'Sci-Fi'}]",0,original,97,pg_13,"[{'id': 2288, 'name': 'Qzil.la'}]",228,NIL,NIL,2021.0,summer,32.0,0.0,13.0,27.0,90.0,162.0,0.7531,0.2469
40768,Gaina Tamager,2019-12-25,airing,no_synopsis,-1,16121.0,16573,197,33,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}]",13,original,240,g,"[{'id': 2011, 'name': 'Yonago Gainax'}]",229,NIL,NIL,2019.0,fall,50.0,0.0,31.0,39.0,77.0,197.0,0.6447,0.3553
50495,Garugaku. II: Lucky Stars,2022-01-10,airing,"Sequel of Gal-gaku.: Hijiri Girls Square Gakuin, featuring Lucky2 as the cast.",-1,16160.0,11858,846,36,white,tv,currently_airing,"[{'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",0,game,804,pg,"[{'id': 28, 'name': 'OLM'}]",230,other,07:05,2022.0,winter,115.0,0.0,20.0,57.0,654.0,846.0,0.909,0.091
34205,GJ8man,2016-10-08,airing,"Gorou Joe is a boy who lives a carefree life in the small historical town of Gujo Hachiman in Gifu prefecture. One day an old self-professed ""water fairy"" appears in front of Joe, and tells him to help people, and grants Joe the power to turn into ""GJ8 Man"" (a pun on Gujo Hachiman, as the number 8 is pronounced ""hachi"" in Japanese, and the ""hachi"" in ""Hachiman"" uses the kanji for the number 8).

(Source: ANN)",-1,16212.0,15601,261,46,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 31, 'name': 'Super Power'}]",0,unknown,300,g,[],231,NIL,NIL,2016.0,fall,57.0,0.0,21.0,85.0,98.0,261.0,0.5939,0.4061
36543,GJ8man Soushuuhen,2017-10-08,airing,Anniversary recaps of GJ8man. The recaps aired on the exact day as their 1st episodes of the seasons of the previous year (albeit the seasons are 12 eps long even though there is no break in airing and the ep count continues like normal and the show is a monthly release). The recaps are done in a variety show style where the GJ8man main cast watches clips of the show and gives commentary. ,-1,16213.0,16587,196,30,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 31, 'name': 'Super Power'}]",0,original,667,g,[],232,NIL,NIL,2017.0,fall,45.0,0.0,17.0,64.0,70.0,196.0,0.5867,0.4133
51211,Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi,2022-01-05,airing,"The live-action Tokyo MER: Hashiru Kinkyuukyuumeishitsu medical drama series got a short anime to commemorate the series' movie announcement. It portrays the characters as animals.

(Source: ANN)",-1,16219.0,18980,32,6,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 48, 'name': 'Work Life'}]",0,other,135,g,"[{'id': 2412, 'name': 'FUNNY MOVIE'}]",233,NIL,NIL,2022.0,winter,10.0,0.0,5.0,7.0,10.0,32.0,0.625,0.375
22669,Gohan Kaijuu Pap,2011-04-25,airing,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",-1,16227.0,14485,344,38,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,original,30,g,"[{'id': 276, 'name': 'DLE'}]",234,other,NIL,2011.0,spring,77.0,0.0,20.0,104.0,143.0,344.0,0.6395,0.3605
50419,Gudetama: Muhоu Chitai de Jiyuu mo Fujiyuu,2021-01-21,airing,Web shorts focusing on the Sanrio character Gudetama.,-1,16275.0,15617,260,15,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,160,g,"[{'id': 400, 'name': 'Gathering'}]",235,NIL,NIL,2021.0,winter,35.0,0.0,25.0,16.0,184.0,260.0,0.8423,0.1577
38097,Hatachi no Ryouma with Kurofune-kun!,2018-08-01,airing,"A Shinagawa ward tourism anime. The anime was made in honor of the 150th anniversary of the Meiji Restoration.
 
It stars Sakamoto Ryouma, a historical figure who took part in overthrowing the Tokugawa shogunate. He spent most of his youth in Shinagawa under the Tosa Clan residence and a statue of him was erected in his honor. He's considered a hero of Edo and worked as a cost guard/battery staff when Commodore Perry landed in Japan with black ships.

Here, the anime has a young Ryouma encounter Kurofune-kun, a black ship chibi mascot, as they time slip to modern Shinagawa. Kurofune-kun shows him the sights and they meet other historical figures who time slipped. ",-1,16393.0,17195,163,36,white,ona,currently_airing,"[{'id': 13, 'name': 'Historical'}, {'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}]",0,original,149,g,"[{'id': 276, 'name': 'DLE'}]",236,NIL,NIL,2018.0,summer,36.0,0.0,21.0,35.0,71.0,163.0,0.6564,0.3436
38025,Himitsukessha Taka no Tsume GG,2018-07-19,airing,"A new season of Eagle Talon, this season focuses on current news stories in a panel-style show and will be distributed online. Eagle Talon still wants to conquer the world but they believe they have to understand the world first.

For example, the first episode talks about Starbucks deciding to remove plastic straws by 2020 which was announced publicly by the company a week before the Eagle Talon episode aired. ",-1,16495.0,14949,306,24,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 31, 'name': 'Super Power'}]",0,original,113,g,[],237,NIL,NIL,2018.0,summer,53.0,0.0,26.0,74.0,153.0,306.0,0.6732,0.3268
50271,Hua Jianghu: Bu Liang Ren V,2022-01-20,airing,Fifth season of Hua Jianghu: Bu Liang Ren.,-1,16608.0,14810,318,19,white,ona,currently_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",0,original,0,pg_13,[],238,NIL,NIL,2022.0,winter,46.0,0.0,13.0,20.0,240.0,319.0,0.8966,0.1034
44053,Hua Jianghu: Gui Yexing,2020-11-10,airing,"This is a story about growth, friendship and passion. Through the continuous improvement of racing skills, the in-depth understanding of the concept of racing, the understanding of the meaning of life and the friendship of friends, the originally ambitious racer Yeji Dong has gradually grown into the most reliable partner, and will gradually grow into the most powerful racer...

(Source: V2Anime)",-1,16609.0,16547,199,16,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 30, 'name': 'Sports'}]",40,original,1200,pg_13,"[{'id': 2281, 'name': 'Rocen'}]",239,NIL,NIL,2020.0,fall,55.0,0.0,13.0,30.0,101.0,199.0,0.7839,0.2161
50572,Hua Kaizhang Meili,2022-01-10,airing,"Pure-hearted Zhang Meili was accidentally transferred to the Huaxia Global Universal Extravagant High School. There, she met many rich and handsome boys, gentle boys, bossy men, princes charming, and had a taste of betrayal. How would the kind Zhang Meili deal with these? At the same time, the secret of her mysterious past slowly unfolded.

(Source: Bilibili)",-1,16612.0,16520,200,10,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}]",12,manga,405,pg_13,[],240,NIL,NIL,2022.0,winter,36.0,0.0,7.0,13.0,144.0,200.0,0.9,0.1
48544,Ikinuke! Bakusou! Kusohamu-chan!,2021-03-17,airing,"The anime's release celebrates the character's ""birthday"" as a stamp character for the LINE messaging service. The character is a hamster that came from space.

(Source: ANN)",-1,16708.0,17941,118,15,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,manga,180,g,[],241,NIL,NIL,2021.0,winter,23.0,0.0,10.0,31.0,54.0,118.0,0.6525,0.3475
50501,Jian Yu Chuanqi,2021-11-28,airing,"In the ancient sword domain continent, there are ten Excalibur and five families. One of the five families, Lu Yang, a descendant of the Lu family, in a crisis to escape from the pursuit of the moment of awakening the sacred sword ""Peach God sword"", to avoid the pursuit. He kept a low profile, practiced hard, avenged his mother, explored the truth, in the various big clans between the forces of the struggle mediation, and finally dominate the world! Ten swords, ask the sword domain continent. ""The Legend Of Sword Domain""

(Source: Narul Donghua)",-1,16804.0,16078,229,51,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",40,original,600,pg_13,"[{'id': 2042, 'name': 'Ruo Hong Culture'}]",242,NIL,NIL,2021.0,fall,138.0,0.0,6.0,19.0,66.0,229.0,0.8908,0.1092
50849,Jing Cui Xian Zun,2022-01-18,airing,"At the beginning of chaos, the world was divided into three realms: the realm of deities, the realm of men, and the realm of demons. The realm of deities sent a spirit seed down into the world to help the common people. But the spirit seed continuously absorbed the evil of the world and cruelly harmed living things. In the end, Sen Luo, the king of the deities, sacrificed himself and sealed it. However, because of it, the Shangqing Xianmen, where the realm of deities is located, gradually waned and was lost in history. A thousand years later, the ruins of Shangqing Xianmen started to appear in succession. All major sects fought their hardest for possession of the treasures in the ruins.

(Source: Narul Donghua)",-1,16833.0,16629,194,29,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",40,original,600,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",243,NIL,NIL,2022.0,winter,73.0,0.0,8.0,25.0,88.0,194.0,0.8299,0.1701
42147,Jingju Mao Zhi Jiaota Shidi,2020-03-24,airing,Fourth season of Jingju Mao.,-1,16843.0,18029,113,7,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",70,original,750,pg,[],244,NIL,NIL,2020.0,winter,15.0,0.0,8.0,36.0,54.0,113.0,0.6106,0.3894
49277,Jiu Jiu Ba Shi Yi,2021-07-31,airing,no_synopsis,-1,16855.0,17886,122,5,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",12,other,960,pg_13,[],245,NIL,NIL,2021.0,summer,13.0,0.0,7.0,18.0,84.0,122.0,0.7951,0.2049
47787,Kaixin Chui Chui,2015,airing,no_synopsis,-1,16964.0,19047,30,1,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,180,g,[],246,NIL,NIL,-1.0,NIL,2.0,0.0,2.0,10.0,16.0,30.0,0.6,0.4
